Latitude,Longitude,City Name,Country,Temperature F,Humidity (%),Cloudiness (%),Wind Speed (mph)
-8.8333333,31.3833333,Mbala,ZM,73.11749999999999,38.25,23.5,8.99625
-8.55,141.65,Morehead,PG,79.08,65.875,0.0,13.302499999999998
-8.366667,-36.7,Pesqueira,BR,70.7325,70.875,9.5,8.407499999999999
-8.0665,112.5981,Pakisaji,ID,73.86,66.0,4.5,2.1725
-7.883333,-37.116667,Monteiro,BR,75.33375,58.125,8.5,8.24
-7.5833333,31.2666667,Chala,TZ,68.415,48.5,3.0,5.275
-7.1988,112.2022,Peterongan,ID,75.42375000000001,68.625,2.5,6.85625
-7.033333,-40.45,Ipueiras,BR,82.03875000000001,43.875,0.0,7.527500000000001
-6.9816,109.1407,Slawi,ID,63.54375,91.25,56.5,3.6675
-6.766667,-35.5,Pirpirituba,BR,75.91625,73.375,18.0,10.4775
-6.483333,-35.3,Montanhas,BR,76.45625,73.375,18.0,10.4775
-6.4333333,38.9,Bagamoyo,TZ,76.11500000000001,83.625,69.0,8.616249999999999
-6.2166667,155.6333333,Kieta,PG,79.09125000000002,99.375,23.0,3.24875
-5.8833333,35.2333333,Kintinku,TZ,73.75874999999999,63.0,0.0,10.741249999999999
-5.65,-37.8,Apodi,BR,84.93,44.375,1.5,10.572500000000002
-5.51,22.266667,Demba,CD,78.02250000000001,76.0,36.0,2.5212499999999998
-5.2166667,145.8,Madang,PG,77.31375,95.75,47.5,3.99125
-5.0666667,39.7166667,Wete,TZ,75.80625,100.0,84.0,9.805
-4.7833333,38.2833333,Lushoto,TZ,66.68249999999999,87.5,64.5,2.29875
-4.483333,-38.616667,Ocara,BR,79.90125,68.75,1.5,12.855
-4.2591667,15.2847222,Brazzaville,CG,78.76749999999998,69.875,25.5,5.975
-4.15,37.85,Mwembe,TZ,68.5275,83.75,75.0,2.6050000000000004
-3.9,-42.7,Porto,BR,83.32124999999999,68.0,4.0,8.04375
-3.6,26.666667,Kampene,CD,77.40375,72.375,39.5,2.17375
-3.45,-40.2,Santana Do Acarau,BR,83.34375,54.625,0.0,9.191249999999998
-3.1833333,33.7833333,Nyalikungu,TZ,71.66625,90.125,18.0,7.7225
-2.95,-44.233333,Rosario,BR,84.51375,65.125,43.5,2.77375
-2.9222222,29.6222222,Kayanza,BI,70.25999999999999,58.0,46.5,3.0262499999999997
-2.6319444,31.3088889,Biharamulo,TZ,68.00999999999999,79.5,52.0,4.99875
-2.4666667,-78.1666667,Sucua,EC,63.91499999999999,94.75,87.0,4.53625
-2.15,33.45,Kibara,TZ,71.66625,90.125,18.0,7.7225
-1.8166667,-79.5166667,Babahoyo,EC,74.14999999999999,82.75,88.0,6.10125
-1.6833333,33.7,Mugango,TZ,71.08125,94.125,45.0,5.93375
-1.4333333,13.1666667,Mounana,GA,75.9525,87.125,60.5,2.69
-1.2,-46.116667,Viseu,BR,81.81375,80.75,9.5,10.58625
-1.0833333,35.8666667,Narok,KE,61.136250000000004,91.0,70.5,6.994999999999999
-0.9166667,-80.4333333,Rocafuerte,EC,72.455,91.5,90.5,3.8649999999999998
-0.6666667,37.2,Sagana,KE,61.0125,98.75,81.0,4.282500000000001
-0.4569444,39.6583333,Garissa,KE,76.43625,75.625,42.5,10.435
-0.1,11.9333333,Booue,GA,75.17625000000001,90.75,65.5,3.3475
0.0333333,36.3666667,Nyahururu,KE,55.01625,94.75,25.5,4.64875
0.2,35.1,Nandi,KE,59.52375000000001,95.875,59.0,2.1849999999999996
0.4186111,33.1730556,Njeru,UG,67.75125,92.625,57.0,4.325
0.783333,24.466667,Yangambi,CD,78.93375,78.5,13.0,2.77375
1.3088889,32.4563889,Nakasongola,UG,67.57124999999999,91.875,33.0,4.673749999999999
1.67145,-77.014082,San Pablo,CO,52.665,86.5,59.5,1.9337500000000003
1.8144444,34.7136111,Nakapiripirit,UG,58.65,96.625,50.5,2.47875
2.386767,-75.545312,Gigante,CO,63.2625,90.125,75.0,2.4525000000000006
2.512044,-76.40124,Totoro,CO,51.326250000000016,84.5,65.0,1.8375000000000004
2.648673,-75.634573,Iquira,CO,66.64625,90.125,75.0,2.4525000000000006
3.05,29.533333,Watsa,CD,71.1825,88.75,20.5,2.9987500000000002
3.316667,101.466667,Batu Arang,MY,77.96374999999999,94.375,62.0,2.8287500000000003
3.986946,-73.757971,Acacias,CO,70.51875,82.125,38.0,2.27
4.353424,-73.711467,El Calvario,CO,58.316250000000004,92.375,73.5,1.375
4.817222,-72.288611,Mani,CO,74.09625,93.5,66.0,7.178750000000001
4.985437,-73.432703,Somondoco,CO,64.60125,91.375,56.0,1.8087499999999999
5.181475,7.934195,Ikot Ekpene,NG,74.0625,98.5,88.5,5.08
5.334567,-74.302917,Topaipi,CO,70.51875,82.125,38.0,2.27
5.6638889,-67.6236111,Puerto Ayacucho,VE,73.7925,98.875,76.5,3.5850000000000004
5.910443,-72.780012,Tasco,CO,53.55375,75.0,47.0,1.61375
5.965025,-75.965407,Salgar,CO,63.1925,96.875,79.5,1.39
6.0258,120.9614,Buanza,PH,82.41125,68.0,31.5,6.141249999999999
6.538889,124.9,Mabini,PH,79.175,83.25,23.5,1.8375
6.704722,124.518611,Villamor,PH,75.70499999999998,97.625,66.5,3.3324999999999996
6.7081,7.3167,Aku,NG,76.74000000000001,95.625,69.5,5.6537500000000005
6.877355,-6.450221,Daloa,CI,73.89375,95.5,78.5,5.31875
7.156944,125.699167,Tambo,PH,76.83875,83.875,17.5,2.63375
7.288889,126.573333,Santiago,PH,75.70499999999998,97.625,66.5,3.3324999999999996
7.713073,-72.657591,Durania,CO,71.28875,72.5,16.0,1.655
7.733333,4.433333,Ede,NG,76.74000000000001,95.625,69.5,5.6537500000000005
7.8766667,-11.1875,Kenema,SL,74.11875,92.625,51.5,8.953750000000001
8.0,-10.95,Segbwema,SL,74.29874999999998,95.625,86.5,6.22625
8.093678,-76.726908,Turbo,CO,54.195,71.625,72.0,3.69625
8.233611,124.600278,Talakag,PH,73.87124999999999,93.0,30.0,2.73
8.5,-82.4333333,Los Algarrobos,PA,75.3375,100.0,50.5,3.17875
8.616667,77.933333,Srivaikuntam,IN,83.32124999999999,66.875,17.0,12.1825
8.733333,76.716667,Varkkallai,IN,80.525,71.5,41.0,7.9174999999999995
8.956518,-73.625485,Pailitas,CO,78.79875,89.125,56.0,2.5624999999999996
9.199167,124.776944,Tupsan,PH,82.5,81.75,24.0,8.059999999999999
9.4547,123.2299,Tandayag,PH,77.73875000000001,89.0,68.5,5.71
9.515556,122.850556,Tabuan,PH,77.73875000000001,89.0,68.5,5.71
9.878611,123.421944,Malhiao,PH,82.475,96.125,41.5,12.18375
10.1165,123.6072,Guadalupe,PH,83.20625,93.875,51.5,12.325000000000001
10.2824,123.013,Lalagsan,PH,76.14375,92.75,84.0,5.990000000000001
10.4027778,14.44,Mindif,CM,78.27,88.0,55.0,4.563750000000001
10.6348,124.301,Consuelo,PH,77.00375,100.0,87.0,5.0375000000000005
10.75,-74.983333,Usiacuri,CO,80.72,93.5,41.5,6.563750000000001
10.9,-13.0333333,Telimele,GN,73.82625,95.75,79.0,5.346249999999999
11.152,123.7931,Pooc,PH,83.20625,93.875,51.5,12.325000000000001
11.2161,123.1073,Concepcion,PH,70.18124999999999,26.5,0.0,7.652500000000001
11.45,77.683333,Bhavani,IN,77.685,71.625,14.5,4.3549999999999995
11.496901,122.085108,Bitadton,PH,76.11,100.0,92.0,15.385
11.87,125.428333,Mantang,PH,81.015,95.625,78.5,11.986249999999998
12.2175,4.379167,Jega,NG,77.94375000000001,94.25,38.5,5.80875
12.4237,124.1811,Capul,PH,66.3525,87.5,39.0,2.3949999999999996
12.530722,99.880861,Hua Hin,TH,81.36124999999998,100.0,89.0,12.9525
12.683333,124.363611,Biri,PH,79.76625,99.125,83.5,13.903749999999999
12.8511111,-86.0994444,Sebaco,NI,80.95875000000001,71.25,22.0,7.2475000000000005
13.1763889,-87.0486111,Rio Arriba,HN,76.9425,80.625,14.5,1.8362500000000002
13.277286,121.304818,San Agustin,PH,79.44000000000001,89.25,7.5,3.86375
13.4241667,-87.4472222,San Lorenzo,HN,83.14125000000001,91.625,32.0,3.82375
13.65,123.483333,Tinawagan,PH,76.19999999999999,99.5,89.0,9.1075
13.746944,122.138611,Macalelon,PH,75.9075,98.625,85.0,8.620000000000001
14.0432,120.6892,Bilaran,PH,82.21875,98.875,59.5,11.665000000000001
14.305,-90.785,Escuintla,GT,67.16749999999999,88.0,33.0,2.11875
14.3833333,-87.2833333,Pueblo Nuevo,HN,77.38999999999999,86.0,41.0,2.42375
14.5,-4.2,Mopti,ML,77.72999999999999,94.5,32.0,8.5475
14.766667,-89.433333,San Juan Ermita,GT,66.63499999999999,88.625,54.5,2.5375
14.8,-88.2,Ceguaca,HN,74.07375000000002,87.0,53.0,2.18625
14.954722,120.896944,Baliuag,PH,75.4675,98.0,86.5,3.5549999999999997
15.275962,120.566331,San Roque,PH,80.11500000000001,99.875,78.0,14.28125
15.6333333,-86.0666667,Zamora,HN,78.315,68.125,21.0,2.01875
15.879444,108.335,Hoi An,VN,82.95875,99.75,32.5,6.17125
15.9449,120.3003,Calomboyan,PH,50.62875,45.375,0.0,4.9125
15.9948,120.424,Banaoang,PH,73.5225,96.25,63.5,2.53625
16.233333,-94.65,San Francisco Del Mar,MX,81.25125,97.375,54.0,7.7787500000000005
16.519182,121.181239,Solano,PH,70.44,95.0,69.5,2.40875
16.695,120.6553,Kibungan,PH,70.60875,97.5,56.5,2.1012500000000003
16.919054,121.629342,Diamantina,PH,75.70499999999998,97.625,66.5,3.3324999999999996
17.1,-92.883333,Pueblo Nuevo Solistahuacan,MX,72.84,86.875,43.0,1.6825
17.283333,74.55,Vite,IN,71.3625,90.75,59.5,9.287500000000001
17.6,73.166667,Dabhol,IN,77.76375,97.25,94.0,12.77
17.766667,-99.983333,Tlacotepec,MX,60.575,94.375,71.0,2.43875
18.1655,120.7175,Piddig,PH,77.70125,98.75,40.0,3.5275
18.5383333,-72.4122222,Carrefour,HT,81.5775,89.875,26.5,3.0124999999999997
18.716667,-99.783333,Zacualpan,MX,76.12875,83.875,40.5,2.3412499999999996
18.833333,79.45,Naspur,IN,81.02625,75.125,41.0,11.497499999999999
19.783333,-100.966667,Indaparapeo,MX,59.51,92.5,52.0,2.50875
19.966667,72.733333,Dahanu,IN,78.61875,100.0,84.5,16.8925
20.25,74.45,Manmad,IN,72.84750000000001,91.875,48.0,12.743749999999997
20.419722,104.043889,Xam Nua,LA,69.79875,92.375,72.5,1.9087500000000002
20.55,-102.8,Tototlan,MX,59.73,68.0,46.0,2.52125
20.716667,-89.166667,Huhi,MX,78.99125000000001,90.125,12.0,4.3812500000000005
20.816667,71.033333,Una,IN,76.03125,93.0,91.5,10.9925
21.1,82.1,Mahasamund,IN,77.24625,89.75,57.0,12.434999999999999
21.3,70.25,Keshod,IN,77.41499999999999,88.125,92.0,10.896249999999998
21.483333,109.1,Beihai,CN,76.2875,97.875,0.0,18.61625
21.8766667,-79.8402778,Condado,CU,80.70125,99.625,50.0,13.91625
22.0783333,-159.3219444,Kapaa,US,77.405,93.5,51.0,10.32375
22.1494444,-79.9736111,Manicaragua,CU,76.715,90.375,42.0,7.553750000000001
22.533333,76.683333,Satwas,IN,75.89625,91.75,81.0,11.625
22.616944,88.214444,Bhandardaha,IN,82.35125000000001,93.375,79.5,3.471249999999999
22.850416,113.247006,Daliang,CN,85.08125000000001,90.625,41.5,7.24875
23.2,77.083333,Sehore,IN,74.735,95.75,87.0,12.07125
23.333333,75.566667,Unhel,IN,75.1875,90.625,84.0,12.3225
23.633333,85.516667,Ramgarh,IN,78.32625,89.875,55.0,4.62
23.783333,86.3,Malkera,IN,78.135,95.375,70.5,3.36
24.0333333,88.9666667,Bheramara,BD,62.48374999999999,99.25,69.0,4.130000000000001
24.0833333,89.6166667,Bera,BD,80.53125,93.625,59.5,5.75125
24.383333,81.3,Govindgarh,IN,78.17999999999998,94.625,65.0,4.0325
24.716667,80.983333,Kotar,IN,76.21125,96.125,84.0,6.52
24.9,-76.2,Rock Sound,BS,83.49,98.25,65.0,15.873750000000001
25.183333,75.833333,Kota,IN,75.61500000000001,94.25,75.0,7.960000000000001
25.258172,55.304717,Dubai,AE,92.35249999999999,84.25,0.0,6.647500000000001
25.55,80.716667,Baberu,IN,75.5025,94.75,86.0,6.688750000000001
25.61,-80.4297222,Richmond West,US,81.90875,87.625,54.0,10.995
25.683333,82.416667,Machhlishahr,IN,78.61875,98.5,81.0,3.2625
26.016667,-111.35,Loreto,MX,60.28124999999999,86.375,15.0,3.4025
26.309444,127.770278,Chatan,JP,81.9,98.75,89.0,10.3375
26.416667,87.25,Jogbani,IN,82.51125,88.25,62.5,4.745
26.4669444,-81.8016667,San Carlos Park,US,59.4375,84.375,1.0,3.2775000000000007
26.588056,127.976111,Nago,JP,81.72875000000002,98.75,89.0,10.3375
26.757222,83.127778,Maghar,IN,82.33125,88.625,57.0,7.696249999999999
26.966667,75.383333,Jobner,IN,78.0125,92.75,57.5,5.6825
27.1,84.083333,Bagaha,IN,82.05000000000001,87.25,32.0,7.234999999999999
27.25,91.2,Mongar,BT,73.44375,89.25,55.0,1.45875
27.665833,120.565833,Kunyang,CN,81.78000000000002,97.625,35.5,5.291250000000001
27.734444,111.994444,Loudi,CN,80.12625,83.625,2.5,3.9200000000000004
27.983333,94.666667,Basar,IN,77.67875,87.375,59.0,1.6675
28.2486111,-81.2813889,Saint Cloud,US,67.92250000000001,98.125,92.0,10.322500000000002
28.5388889,-80.6722222,Merritt Island,US,83.46875,97.75,73.5,17.27
28.75,77.283333,Loni,IN,80.51375,97.5,64.5,3.4437499999999996
28.9166667,80.3333333,Mahendranagar,NP,79.44,89.75,27.0,3.445
